STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,430046,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,435962,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,442956,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,451336,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,462683.583331694,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,478960.446853077,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1995,,29155.7200401476,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1996,,35851.2027599621,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1997,,44298.4401272074,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1998,,53292.1666505776,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1999,,63691.5509761532,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,73705.7050489727,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,81474.680027596,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,85092.5992522885,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,90118.8808774824,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,94334.157247455,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,100566,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,105125,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,111237,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,117185,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,122012,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,120378,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,127861,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,132166,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,137357,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,143391,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,149226,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,154450,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,161918,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,171923,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,180025,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,181077,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,193772.734262884,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,MEX,Mexico,WG,Wages,MXN,Mexican peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,199108.22566974,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1995,,20402.7880945699,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1996,,21415.5778126646,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1997,,23215.7351540233,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1998,,24206.3237097797,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1999,,25458.6429998401,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,27331.5585014795,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,29459.3585860953,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,31144.0883866038,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,33195.171774507,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,34886.9498234323,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,36949,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,38297,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,40628,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,42827,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,43425,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,43033,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,42870,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,42951,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,42328,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,42536,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,42948,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,43741,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,44923,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,46318,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,47879,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,49192,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,50665.3046642348,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,IRL,Ireland,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,52970.7845745509,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1998,,1996.59193080514,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1999,,3053.90708896356,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,4486.59574456929,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,6167.41792388649,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,8674.38059352312,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,11329.6287851028,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,13437.0464930342,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,15112,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,16655,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,18368,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,20218,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,21512,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,23439,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,25632,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,28741,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,31827,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,35452,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,39320,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,47023,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,51346,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,59646,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,72577,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,TUR,Türkiye,WG,Wages,TRY,Turkish lira,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,81782,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1996,,2160.2673766693,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1997,,2433.61979206327,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1998,,2637.33580793998,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1999,,2831.16063099193,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,3067.72955908892,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,3245.34536839711,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,3317.46996823345,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,3744.30806943978,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,4335.21027038536,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,5531,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,LVA,Latvia,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,6718,,,,A,Normal value,0,Units,0,Zero
